type,wgl,date,loc,vip,price
Macan 2020款 Macan 2.0T,5.5,2020/4/1,合肥,10年黄金会员,40.88
奥迪Q7 2022款 45 TFSI quattro S line运动型,1.59,2022/6/1,西安,8年钻石会员,52.9
天籁 2021款 2.0L XL Upper AD1 智行领航版,4,2021/6/1,徐州,3年黄金会员,13.5
奔驰E级 2020款 改款 E 260 L 运动型,4,2020/7/1,东莞,6年黄金会员,30.98
ID.6 CROZZ 2022款 长续航PRO版,0.01,2023/8/1,广州,13年黑金会员,23.68
发现 2016款 3.0 SC 曜黑典藏版 HSE,7.16,2016/10/1,郑州,11年钻石会员,48.9
宏光MINIEV 2021款 马卡龙时尚款 三元锂,0.01,2023/7/1,常州,10年黑金会员,3.68
宏光MINIEV 2022款 GAMEBOY 200km 玩乐款 磷酸铁锂,0.5,2022/7/1,东莞,5年黄金会员,4.28
奥迪A3 2022款 Sportback 35 TFSI 时尚运动型,1.2,2022/1/1,石家庄,8年黑金会员,16.58
途乐Y61 2018款 4.8L 自动,3.7,2020/4/1,武汉,5年黄金会员,66.8
凯迪拉克CT5 2022款 28T 豪华型,2,2022/3/1,乌鲁木齐,7年钻石会员,23.98
奔驰C级 2013款 C 260 优雅型 Grand Edition,14.8,2013/10/1,南京,2年黄金会员,6.68
库里南 2018款 五座版,3,2020/8/1,成都,9年黄金会员,588.8
奔驰GLE 2022款 GLE 350 4MATIC 时尚型,2.95,2022/4/1,襄阳,8年黄金会员,64.7
添越 2018款 4.0T V8,2.6,2020/5/1,上海,5年黄金会员,219
古思特 2012款 6.6T 加长版,7.3,2012/2/1,北京,11年钻石会员,225.8
比亚迪S6 2014款 2.0L 手动豪华型 5座,7,2014/10/1,南昌,7年黄金会员,1.58
远景 2019款 升级版 1.5L CVT尊贵型 国VI,5.87,2020/2/1,长沙,11年黑金会员,3.98
魅影 2013款 6.6T 标准型,4,2016/6/1,深圳,8年会员,318
古思特 2021款 6.7T 标准轴距版,0.01, ,天津,2年黄金会员,440
Aventador 2017款 Aventador S,0.24,2019/5/1,长沙,11年钻石会员,548.8
欧陆 2022款 4.0T GT V8 敞篷版,0.01,2023/6/1,上海,10年钻石会员,459.8
奥迪A4L 2022款 40 TFSI 豪华动感型,3.7,2021/9/1,成都,11年黑金会员,22.98
魅影 2013款 6.6T 标准型,1.3,2017/3/1,北京,11年钻石会员,368.8
添越 2021款 4.0T V8,3.4,2020/12/1,北京,11年钻石会员,269.8
宝马5系 2023款 530Li 领先型 M运动套装,0.01,2023/8/1,武汉,1年黑金会员,43.8
奥迪Q5L 2020款 改款 40 TFSI 荣享时尚型,2.3,2021/5/1,重庆,8年黄金会员,28.88
皓影 2020款 240TURBO CVT两驱精英版,5,2020/10/1,南宁,8年黄金会员,13.98
标致5008 2019款 380THP 7座精英版,5.4,2018/12/1,成都,3年黄金会员,10.6
宝马5系新能源 2022款 改款 535Le 先锋版M运动套装,2.4,2022/8/1,成都,7年黑金会员,38.8
菱智 2019款 V3 1.6L 2座物流版,3.1,2020/3/1,上海,4年黄金会员,3.88
发现 2015款 3.0 SC V6 HSE,10.8,2015/10/1,成都,7年黑金会员,37.9
Panamera 2010款 Panamera Turbo 4.8T,4.53,2011/9/1,北京,2年钻石会员,49.8
奔驰E级 2021款 改款 E 300 L 时尚型,4,2021/12/1,东莞,9年黑金会员,43.5
埃尔法 2018款 改款 3.5L 尊贵版,6,2018/7/1,济南,2年黄金会员,87.8
迈锐宝XL 2018款 530T 自动锐驰版,3.4,2018/11/1,无锡,4年黑金会员,8.2
宝马5系 2018款 530Li 领先型 豪华套装,9,2018/8/1,常州,10年黑金会员,27.38
迈巴赫GLS 2022款 GLS 480 4MATIC,0.8,2023/1/1,北京,1年黄金会员,185.8
汉兰达 2018款 2.0T 两驱尊贵版 7座 国VI,1.9,2020/10/1,成都,11年黑金会员,25.28
奥迪A6L 2017款 45 TFSI quattro 运动型,9.5,2016/12/1,成都,11年黑金会员,20.38
Macan 2020款 Macan 2.0T,2.6,2020/4/1,常州,7年黑金会员,44.98
宝马7系 2021款 740Li 领先型 豪华套装,3.9,2021/10/1,郑州,10年黑金会员,67.8
奥迪Q7 2016款 45 TFSI 技术型,9.3,2016/11/1,合肥,9年钻石会员,31.8
Model 3 2022款 后轮驱动版,2.18,2022/2/1,成都,2年黄金会员,19.68
宝马3系GT 2019款 320i M运动型,6.8,2019/8/1,成都,11年黑金会员,19.68
沃尔沃XC60 2019款 T5 四驱智逸版 国V,6.9,2018/8/1,成都,11年黑金会员,19.78
奔驰G级 2022款 G 400 d 柴油欧规版,0.22,2023/7/1,西安,5年黑金会员,183.9
宝马X6 2015款 xDrive35i 豪华型,7,2015/3/1,无锡,8年黑金会员,35.8
揽胜 2020款 3.0 L6 传世加长版,2.8,2020/8/1,东莞,4年黄金会员,130.88
宝马5系新能源 2018款 530Le 豪华套装,11.7,2018/5/1,成都,11年黑金会员,21.98
奔驰E级 2020款 改款 E 260 L 运动型,2.7,2020/9/1,重庆,2年黄金会员,32.5
哈弗H9 2020款 2.0T 汽油四驱尊享型 5座,1.4,2021/8/1,成都,11年黑金会员,18.38
探岳 2023款 380TSI 四驱R-Line Pro智慧版,0.04,2022/12/1,成都,11年黑金会员,19.68
保时捷718 2020款 Boxster 2.0T,3.4,2020/3/1,上海,10年钻石会员,55.8
捷豹XFL 2020款 XFL 2.0T P200 两驱精英版,2.8,2021/3/1,成都,11年黑金会员,20.58
一汽-大众CC 2020款 330TSI 魅颜版 国VI,2.3,2020/12/1,石家庄,7年黄金会员,17.98
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,2.3,2020/7/1,沈阳,4年黄金会员,35.8
奥迪Q7 2021款 45 TFSI quattro S line运动型,0.6,2021/9/1,成都,11年黑金会员,52.68
奥迪A8 2021款 A8L 55 TFSI quattro 尊贵型,1,2022/7/1,成都,11年黑金会员,85.58
奔驰C级 2018款 C 200 成就特别版,5,2018/6/1,重庆,2年黄金会员,19.8
宝马X5(进口) 2021款 改款 xDrive30i M运动套装,1.94,2021/7/1,南宁,1年黑金会员,57.3
威兰达 2020款 双擎 2.5L E-CVT四驱豪华版,0.85,2020/5/1,成都,11年黑金会员,16.88
凯迪拉克CT5 2021款 28T 尊贵型,4.1,2021/9/1,南宁,5年黄金会员,21.58
宝马X1 2019款 sDrive20Li 领先型,4.6,2019/2/1,广州,4年黄金会员,16.68
起亚K5新能源 2018款 2.0L 智享版,9,2019/6/1,广州,4年黄金会员,7.98
凯迪拉克CT5 2022款 28T 豪华型（标准版）,1.26,2022/12/1,合肥,4年黑金会员,21.28
凌渡 2017款 230TSI DSG风尚版,7.87,2018/1/1,合肥,4年黑金会员,6.88
宝马7系 2016款 730Li 豪华型,11,2017/1/1,长沙,1年会员,33.38
英仕派 2019款 260TURBO 精悦版 国VI,3.96,2020/3/1,合肥,4年黑金会员,13.58
长安UNI-T 2022款 1.5T 旗舰型,3.3,2021/9/1,重庆,6年黄金会员,9.38
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,2.3,2019/11/1,武汉,1年黑金会员,32.8
别克GL8 2022款 Avenir艾维亚 六座贤礼版,1.24,2022/7/1,合肥,2年会员,41.8
捷达 2013款 1.6L 自动豪华型,12,2014/2/1,郑州,3年会员,3.68
汉 2022款 DM-i 121KM 尊享型,1.54,2022/6/1,合肥,4年黑金会员,16.58
宝马5系(进口) 2022款 540i 风尚版 M运动套装,6.4,2022/3/1,重庆,5年黄金会员,44.98
威朗 2018款 三厢 15S 自动进取型,3.49,2018/10/1,合肥,4年黑金会员,6.45
ID.4 X 2022款 智享长续航版,2.08,2022/6/1,合肥,4年黑金会员,16.28
奥迪A6L 2012款 30 FSI 舒适型,15,2013/9/1,泉州,5年黑金会员,11.88
雷克萨斯RX 2016款 300 两驱舒适版 国V,14,2018/3/1,潍坊,9年黄金会员,23.8
宝马X3 2019款 xDrive28i M运动套装,6.2,2019/8/1,合肥,4年黑金会员,26.99
沃尔沃S90 2021款 B5 智远豪华版,4.26,2021/1/1,合肥,4年黑金会员,25.38
MINI 2022款 1.5T COOPER 艺术家,3.25,2021/10/1,合肥,4年黑金会员,19.17
奥迪Q5L Sportback 2022款 40 TFSI 豪华型,0.97,2022/2/1,西安,8年黑金会员,31.89
红旗H9 2020款 3.0T 智联旗领四座版,2,2021/10/1,北京,1年黄金会员,29.98
君威 2010款 2.0L 世博版,9,2010/8/1,上海,1年黄金会员,1.5
Cayenne新能源 2021款 Cayenne E-Hybrid 2.0T,1.8,2021/4/1,武汉,1年钻石会员,76.7
奔驰GLC轿跑 2020款 GLC 260 4MATIC 轿跑SUV,3.3,2020/11/1,重庆,6年黑金会员,34.48
凯迪拉克ATS-L 2017款 28T 时尚型,6.27,2017/8/1,合肥,4年黑金会员,11.63
奔驰S级 2016款 S 320 L 豪华型,12,2016/11/1,北京,2年黄金会员,46.8
宝马3系 2021款 325i M运动曜夜套装,2,2021/12/1,长沙,9年钻石会员,26.88
奥迪Q2L 2018款 35 TFSI 时尚致雅型 国VI,4.3,2020/4/1,济南,8年黑金会员,13.45
宝马X1 2016款 sDrive18Li 尊享型,8.3,2017/8/1,济南,8年黑金会员,12.7
宝来 2019款 改款 1.5L 自动舒适型 国V,5.8,2019/3/1,厦门,11年黄金会员,7.88
奥迪A6L 2021款 45 TFSI 臻选动感型,4.8,2021/11/1,武汉,6年黄金会员,32.8
奥迪Q8 2019款 55 TFSI 豪华动感型,6.86,2020/3/1,青岛,11年黑金会员,52.8
揽胜 2019款 3.0 SCV6 传世版,5.9,2019/7/1,苏州,12年黄金会员,102
宝马7系 2019款 740Li xDrive 行政型 豪华套装,4.89,2021/4/1,苏州,12年黄金会员,76.99
宝马X3 2018款 xDrive25i M运动套装 国VI,5,2018/9/1,乌鲁木齐,7年钻石会员,25.5
宝马1系 2020款 120i M运动套装,4,2020/3/1,佛山,4年黄金会员,11.88
凯美瑞 2021款 2.5G 豪华版,4.3,2022/1/1,南宁,8年黄金会员,17.68
Macan 2017款  Macan 2.0T,6.4,2016/10/1,南宁,8年黄金会员,26.68
奔驰E级 2016款 E 300 L 运动豪华型,11.65,2016/11/1,南宁,8年黄金会员,26.38
凯美瑞 2019款 改款 2.5G 豪华版,4.5,2020/11/1,南宁,8年黄金会员,16.5
凯美瑞 2018款 2.0G 豪华版,8.7,2018/4/1,南宁,8年黄金会员,12.98
缤智 2017款 1.5L CVT两驱舒适型,7,2017/1/1,沈阳,8年钻石会员,6.98
名图 2017款 1.8L 自动智能型GLS 国V,4.5,2018/8/1,沈阳,8年钻石会员,7.38
奔驰E级 2015款 E 320 L,14,2016/4/1,南宁,6年黄金会员,17.68
蔚来ET5 2022款 75kWh,0.11,2023/3/1,杭州,2年黄金会员,24.88
雷克萨斯ES 2013款 250 精英版,8.19,2013/9/1,佛山,10年钻石会员,12.58
奥迪A6L 2017款 30 FSI 舒适型,7.8,2017/7/1,昆明,1年会员,21.8
奔驰S级 2018款 S 320 L,7.5,2018/1/1,重庆,7年钻石会员,59.8
凯迪拉克CT6 2021款 28T 豪华型,4,2020/9/1,长沙,4年钻石会员,22.68
宝马5系 2021款 改款 530Li 领先型 M运动套装,2.7,2021/9/1,重庆,8年黄金会员,38.5
帕杰罗(进口)V97 2018款 3.8L 中东版,7,2019/7/1,无锡,11年黑金会员,25.98
奔驰GLK级 2014款 GLK 200 标准型,11.16,2015/9/1,西安,5年钻石会员,12.68
马自达CX-4 2020款 2.0L 自动两驱蓝天活力版,2.6,2020/5/1,南宁,3年黑金会员,9.99
坦克300 2021款 越野版 2.0T 征服者,4.16,2021/2/1,西安,5年钻石会员,18.38
奥迪A6L 2019款 40 TFSI 豪华动感型,13,2019/3/1,长沙,2年黄金会员,25.98
博瑞 2017款 2.4L 舒适型,3.8,2018/3/1,东莞,2年黄金会员,5.98
豪越L 2023款 2.0T DCT旗舰型,0.7,2023/1/1,郑州,6年钻石会员,12.7
帕萨特 2021款 330TSI 豪华版,5.72,2021/2/1,西安,5年钻石会员,15.88
蔚来ET5 2022款 75kWh,0.3,2023/3/1,海口,10年黑金会员,26.5
奔驰C级 2020款 改款 C 260 L 运动版,2.61,2020/5/1,佛山,5年黑金会员,24.88
宝马X2 2021款 sDrive25i 尊享型M越野套装,3.3,2021/2/1,海口,10年黑金会员,16.98
凯迪拉克XT4 2020款 改款 28T 两驱技术型,6.17,2020/8/1,西安,5年钻石会员,15.18
蒙迪欧 2017款 EcoBoost 180 时尚型,9,2017/11/1,福州,3年黄金会员,8.2
奔驰GLK级 2014款 GLK 260 4MATIC 动感型,13.7,2014/9/1,西安,9年黑金会员,12.3
奔驰E级(进口) 2014款 E 320 轿跑版,7.2,2016/1/1,苏州,1年钻石会员,20.98
smart fortwo 2015款 1.0L 52千瓦硬顶激情版,6.98,2017/3/1,成都,4年钻石会员,6.98
奔驰C级(进口) 2016款 C 200 轿跑版,8.8,2016/8/1,成都,4年钻石会员,17.98
传祺GS4新能源 2017款 1.5L PHEV智享版,4.9,2018/5/1,佛山,6年钻石会员,5.98
迈锐宝 2014款 2.0L 自动舒适版,5.76,2015/12/1,西安,5年钻石会员,5.38
捷豹XEL 2020款 2.0T 200PS R-DYNAMIC S进取运动版,4.5,2021/1/1,重庆,8年黄金会员,18.18
卡罗拉 2021款 双擎 1.8L E-CVT精英版,3.2,2021/9/1,沈阳,8年钻石会员,10.58
雅阁 2016款 2.0L 舒适版,5.88,2016/12/1,西安,5年钻石会员,8.88
宝马X3 2022款 xDrive30i 领先型 M曜夜套装,4.3,2021/9/1,武汉,5年黄金会员,33
速派 2016款 TSI330 DSG创行版,6.67,2017/5/1,西安,5年钻石会员,8.24
宝马5系 2013款 525Li 豪华型,12,2013/8/1,北京,5年钻石会员,10.9
宝马3系GT 2018款 320i 时尚型,4.22,2018/8/1,佛山,5年黑金会员,19.5
奥迪A6(进口) 2020款 Avant 先锋派 45 TFSI 臻选动感型,3.2,2021/3/1,佛山,8年钻石会员,34.68
奔驰E级新能源 2021款 E 350 e L 插电式混合动力运动轿车,3,2021/10/1,成都,4年黄金会员,39.8
兰德酷路泽(进口) 2015款 4.0L V6 中东限量版,9.6,2016/2/1,南宁,9年钻石会员,37.08
奔驰E级 2021款 E 300 L 运动尊贵型,7.3,2021/4/1,南宁,9年钻石会员,41.2
普拉多 2018款 3.5L 自动TX,6.9,2018/1/1,杭州,11年钻石会员,45.6
Polo 2014款 1.4L 手动风尚版,8.5,2016/1/1,温州,8年黄金会员,3.5
Model 3 2019款 标准续航后驱升级版,5.43,2020/1/1,西安,5年钻石会员,16.28
宝马3系 2018款 320i M运动套装,5,2017/11/1,上海,7年黄金会员,13.58
凯迪拉克XT5 2020款 改款 28T 豪华型,3,2020/4/1,上海,7年黄金会员,18.5
红旗HS5 2023款 2.0T 旗享Pro版,0.01,2023/7/1,重庆,1年黄金会员,17.98
Levante 2016款 3.0T 标准型,4.6,2017/4/1,上海,6年黄金会员,49.8
凯翼C3 2015款 1.5L 手动金钻型,10.6,2016/9/1,重庆,3年黄金会员,1.38
揽胜 2017款 3.0 SC V6 Vogue SE 创世加长版,8,2017/2/1,金华,2年黄金会员,86.8
马自达3 昂克赛拉 2020款 2.0L 自动质雅版,2.8,2020/6/1,南宁,3年黑金会员,9.28
宝马3系 2016款 320Li 进取型,9.7,2016/5/1,南宁,3年黑金会员,14.9
昂科威 2016款 20T 两驱精英型,7.2,2016/1/1,武汉,2年黄金会员,6.68
MINI 2016款 2.0T COOPER S 手动,2.03,2018/5/1,广州,13年钻石会员,28.8
传祺GS5 2020款 进阶款 270T 自动精英版,4.3,2021/1/1,佛山,3年黄金会员,8.58
奥德赛 2021款 2.0L 锐·尊享版,2,2021/1/1,西安,4年黑金会员,22.8
宝马3系 2014款 320Li 风尚设计套装,9,2013/11/1,金华,4年黄金会员,10.2
名爵ZS 2020款 180DVVT 自动Lite,5.35,2021/1/1,成都,3年黄金会员,5.9
马自达2 2011款 炫动 1.5L 自动豪华版,6,2011/10/1,武汉,1年黄金会员,2.38
Levante 2016款 3.0T 标准型,9,2017/4/1,苏州,11年黄金会员,43.98
宝马3系 2013款 320Li 时尚型,13.4,2013/3/1,苏州,11年黄金会员,9.58
宝马3系 2020款 320Li M运动套装,4.6,2020/6/1,广州,13年钻石会员,23.38
宝马X3(进口) 2016款 sDrive20i,5.1,2016/7/1,成都,9年黄金会员,16.38
奔驰E级(进口) 2018款 E 200 4MATIC 敞篷轿跑车,3.8,2018/8/1,苏州,11年黄金会员,38.98
奥迪A6L 2019款 45 TFSI 臻选动感型,8.81,2019/3/1,重庆,6年黄金会员,27.58
宝马1系 2020款 120i M运动套装,6.3,2020/6/1,重庆,11年黄金会员,11.88
Cayenne 2016款 Cayenne 3.0T,14,2017/4/1,重庆,8年钻石会员,44.8
凯美瑞 2010款 200E 精英版,11,2010/5/1,宁波,3年黄金会员,3.98
宝马X5(进口) 2019款 xDrive40i M运动套装,4.3,2019/11/1,哈尔滨,7年黄金会员,56.8
艾力绅 2016款 2.4L 豪华版,5.8,2019/6/1,重庆,4年黄金会员,21.58
宝骏KiWi EV 2022款 艺术家轻享版 磷酸铁锂,0.35,2022/9/1,丽水,4年黄金会员,5.88
奔驰GLC 2018款 GLC 260 4MATIC 动感型,5.6,2018/4/1,济南,5年黄金会员,24.9
魏牌 VV6 2020款 2.0T 两驱智享+,2.13,2021/2/1,温州,5年黄金会员,8.98
凯迪拉克CT6 2019款 28T 豪华运动型,6,2020/1/1,东莞,9年钻石会员,24.8
奥迪A3 2019款 Sportback 35 TFSI 进取型 国VI,4,2020/1/1,重庆,8年黄金会员,10.8
汉 2020款 EV 超长续航版豪华型,2.18,2023/2/1,合肥,4年黑金会员,17.98
奔驰A级 2023款 A 180 L,0.8,2023/1/1,南宁,9年黄金会员,18.18
英仕派 2019款 260TURBO 精致版 国VI,7.5,2019/10/1,东莞,3年黄金会员,11.58
奥迪Q5L 2018款 45 TFSI 尊享运动型 国V,3.9,2019/7/1,东莞,5年黄金会员,26.98
杰德 2016款 1.8L 自动舒适精英版 5座,7,2016/9/1,沈阳,1年黄金会员,8.5
奔驰S级 2014款 S 400 L 尊贵型,12,2016/1/1,厦门,3年黄金会员,49.8
红旗HS5 2022款 改款 2.0T 智联旗享版,0.96,2022/11/1,长沙,1年会员,14.68
宝马5系 2023款 530Li 领先型 M运动套装,1.4,2023/4/1,合肥,2年会员,40.98
奔驰S级 2014款 S 320 L 商务型,15.8,2014/12/1,苏州,2年黄金会员,38.8
宝马X3(进口) 2014款 xDrive20i X设计套装,15,2015/11/1,南宁,2年黄金会员,14.8
奥迪Q5L 2020款 40 TFSI 荣享时尚型,4.9,2020/11/1,哈尔滨,1年黑金会员,27.98
MINI 2016款 1.5T COOPER 五门版,3,2017/10/1,常州,8年钻石会员,11.78
科帕奇 2015款 2.4L 四驱旗舰版 7座,6.3,2017/3/1,石家庄,11年黄金会员,6.8
Cayenne 2018款 Cayenne 3.0T,7.6,2019/2/1,温州,5年黄金会员,62.98
奥迪Q5 2013款 40 TFSI 技术型,14.6,2013/12/1,广州,2年黄金会员,9.38
威霆 2013款 3.0L 精英版,9,2016/7/1,武汉,10年黄金会员,17.58
宝马3系 2022款 320Li M运动套装,3.7,2021/9/1,无锡,8年钻石会员,24.98
奔驰C级 2020款 改款 C 260 L 运动版,5.5,2020/6/1,石家庄,9年黄金会员,23.3
Model Y 2021款 标准续航后驱版,5.2,2021/9/1,杭州,2年黄金会员,18.99
奔驰E级 2022款 E 300 L 豪华型,2.56,2022/3/1,南宁,1年黑金会员,45.9
奥迪Q7 2021款 55 TFSI quattro S line运动型,3,2021/6/1,青岛,9年黄金会员,55.8
途昂 2020款 380TSI 四驱旗舰版 国VI,7,2020/4/1,济南,1年黄金会员,24.8
发现神行 2018款 240PS SE版,6.13,2019/7/1,西安,7年黄金会员,18.4
smart fortwo 2016款 1.0L 52千瓦敞篷激情版,4.7,2017/7/1,临沂,2年黄金会员,8.5
揽胜运动版 2017款 3.0 SC V6 SE,13,2018/1/1,济南,1年黄金会员,44.8
宝马1系 2021款 125i M运动曜夜版,1.3,2021/1/1,杭州,8年黄金会员,15.58
奔驰GLC 2020款 GLC 300 L 4MATIC 动感型,3.43,2020/4/1,襄阳,8年黄金会员,34.5
哈弗大狗 2021款 2.0T DCT四驱中华田园犬版,4,2021/11/1,沈阳,8年钻石会员,11.98
蔚来ET5 2022款 75kWh,0.8,2023/3/1,杭州,2年黄金会员,27.38
炮 2021款 2.0T乘用全球版自动汽油两驱舒适型标箱GW4C20B,0.3,2023/7/1,济南,5年黄金会员,10.8
Mustang 2016款 2.3T 运动版,8,2016/12/1,苏州,1年黄金会员,13.98
宝马5系 2020款 530Li 尊享型 M运动套装,8.4,2020/1/1,南宁,6年黄金会员,32.98
致胜 2013款 2.3L 豪华型,13,2014/2/1,广州,3年黄金会员,3.96
威霆 2023款 2.0T 商务版 7座,0.01,2023/6/1,杭州,1年黄金会员,62.8
普拉多(进口) 2018款 4.0L 中东版,8.5,2018/10/1,广州,2年钻石会员,46.8
宝马5系 2020款 530Li 尊享型 M运动套装,9.6,2019/11/1,杭州,2年黄金会员,31.5
MINI 2012款 1.6L COOPER Baker Street,9,2013/2/1,无锡,4年黄金会员,4.99
轩逸 2022款 1.6L TOP CVT奢享版,0.4,2021/12/1,邢台,10年钻石会员,11.5
竞瑞 2017款 1.5L CVT经典版,3.5,2019/1/1,东莞,6年黄金会员,5.98
汉兰达 2009款 2.7L 两驱7座豪华版,15.5,2010/4/1,广州,9年黄金会员,7.5
菱智 2022款 V3 1.6L 基本型 2座,1.6,2021/10/1,上海,4年黄金会员,4.28
揽胜极光 2016款 2.0T SE 智耀版,8.8,2017/4/1,重庆,8年黄金会员,13.38
威驰 2021款 1.5L CVT智行版,2.7,2021/7/1,东莞,6年黄金会员,6.38
RAV4荣放 2016款 2.0L CVT四驱新锐版 国V,6,2016/10/1,广州,1年黄金会员,10.98
奔驰S级 2019款 S 320 L,9.6,2019/1/1,合肥,5年黄金会员,48.8
Model 3 2020款 标准续航后驱升级版,6.35,2020/3/1,成都,2年黄金会员,15.68
锐界 2021款 PLUS EcoBoost 245 四驱ST-Line 7座,0.26,2021/1/1,潍坊,10年黄金会员,20.98
添越 2016款 6.0T 标准版,5.8,2017/3/1,大连,5年黄金会员,188.8
理想ONE 2021款 增程6座版,2.5,2022/1/1,西安,1年黄金会员,24.6
宝马3系 2022款 改款 325Li M运动套装,0.5,2022/7/1,江门,4年黄金会员,27.9
英菲尼迪Q50L 2016款 2.0T 舒适版,8,2018/1/1,佛山,11年黑金会员,12.98
传祺M8 2021款 大师系列 390T 至尊版,4,2021/8/1,兰州,10年会员,21.8
荣威i6新能源 2017款 45T 混动互联智享版,9,2018/7/1,石家庄,3年黄金会员,4.18
奥迪A3 2019款 Limousine 35 TFSI 运动型 国VI,9,2019/6/1,重庆,7年黄金会员,11.8
奥德赛 2015款 改款 2.4L 豪华版,11,2016/10/1,广州,5年黄金会员,13.68
长安UNI-V 2022款 1.5T 运动版,1.5,2022/11/1,宁波,1年会员,8.6
奔驰C级 2019款 C 260 运动版,7,2019/7/1,南京,3年会员,20.5
Model Y 2022款 后轮驱动版,1.9,2022/9/1,广州,4年黄金会员,23.78
艾瑞泽8 2022款 1.6T DCT逸,0.86,2022/10/1,宁波,1年会员,7.4
Model 3 2020款 标准续航后驱升级版,2.3,2020/10/1,杭州,3年黄金会员,17.23
Model 3 2020款 标准续航后驱升级版,2.64,2020/10/1,杭州,3年黄金会员,16.48
Model 3 2020款 标准续航后驱升级版,2.24,2020/12/1,杭州,3年黄金会员,16.95
途昂 2017款 380TSI 四驱豪华版,8,2017/10/1,重庆,7年黄金会员,17.77
奔驰C级 2020款 C 260 L 运动版,4.86,2020/9/1,广州,9年黄金会员,22.98
奔驰C级 2013款 C 180 CGI 经典型,8.9,2013/9/1,青岛,3年会员,6.9
保时捷911 2012款 Carrera 3.4L,8.81,2012/7/1,青岛,3年黄金会员,44.98
凯迪拉克CT5 2022款 28T 豪华型,3.9,2022/1/1,长沙,8年会员,21.88
奔驰GLE 2018款 GLE 320 4MATIC 豪华型臻藏版,9.7,2018/8/1,长沙,1年会员,37.8
奥迪A4L 2019款 40 TFSI 进取型 国VI,8,2020/2/1,重庆,7年黄金会员,18.37
宝马6系GT 2021款 630i M运动套装,1.8,2021/6/1,成都,10年黄金会员,47.77
揽胜极光 2021款 极光L 249PS R-Dynamic S 性能版,2,2022/1/1,成都,7年钻石会员,24
宝马5系 2023款 530Li 领先型 M运动套装,0.5,2023/3/1,连云港,3年会员,41.8
雷克萨斯NX 2020款 200 前驱 锋行版 国VI,4,2020/8/1,佛山,11年黑金会员,22.98
奥迪A4L 2019款 40 TFSI 时尚型 国VI,8,2019/6/1,长沙,5年黄金会员,17.68
奇骏 2019款 2.0L CVT智联舒适版 2WD,10,2019/1/1,青岛,11年黄金会员,11.38
菱智 2012款 商用版 1.6L 实用型,7,2012/6/1,广州,3年黄金会员,1.28
别克GL8 2020款 ES陆尊 653T 舒适型,5,2020/7/1,石家庄,8年黄金会员,28.8
沃尔沃S60(进口) 2013款 T5 智雅版,14,2013/3/1,南京,6年黄金会员,5.28
奔驰E级 2019款 E 200 L,5.9,2020/1/1,济南,8年会员,31.5
奔驰E级 2018款 改款 E 300 L 豪华型,8.4,2018/11/1,济南,5年黄金会员,31.28
宝马3系 2016款 320Li 进取型,12,2016/6/1,济南,5年黄金会员,13.28
创酷 2016款 1.4T 自动两驱舒适天窗版,13,2015/11/1,上海,6年黄金会员,4.3
兰德酷路泽(进口) 2015款 4.6L 中东版,17,2016/6/1,昆明,1年黄金会员,58.8
